AccountId,AccountName,AccountType,AccountTier,Industry,AnnualRevenue,EmployeeCount,City,StateProvince,Country,SalesTerritoryId,CustomerSinceDate,StrategicAccountFlag,PrimaryPowertrainFocus,AccountStatus
001000000000475AAA,Beacon Fleet Solutions 95,Aftermarket,Gold,Automotive Aftermarket,350511922,1131,Denver,Colorado,USA,TerritoryWest,2008-04-06,false,Hybrid,Active
001000000000476AAA,Lakeview Mobility,Aftermarket,Silver,Automotive Aftermarket,172353315,556,Toronto,Ontario,Canada,TerritoryCanada,2013-10-30,false,Both,Active
001000000000477AAA,Crown Performance Parts,Aftermarket,Standard,Automotive Aftermarket,123550104,399,Greenville,South Carolina,USA,TerritorySE,2021-04-04,false,ICE,Active
001000000000478AAA,Keystone Automotive,Aftermarket,Silver,Automotive Aftermarket,256333800,827,Portland,Oregon,USA,TerritoryWest,2023-05-10,false,Hybrid,Active
001000000000479AAA,Canyon Distribution 65,Aftermarket,Standard,Automotive Aftermarket,189758195,612,Atlanta,Georgia,USA,TerritorySE,2022-12-08,false,Both,Active
001000000000480AAA,Cobalt Automotive,Aftermarket,Standard,Automotive Aftermarket,141074811,455,Detroit,Michigan,USA,TerritoryGL,2018-12-04,false,Both,Active
001000000000481AAA,Windward Distribution 3,Aftermarket,Silver,Automotive Aftermarket,240398561,775,Greenville,South Carolina,USA,TerritorySE,2012-11-23,false,Both,Active
001000000000482AAA,Delta Assembly,Aftermarket,Silver,Automotive Aftermarket,270397129,872,San Jose,California,USA,TerritoryWest,2017-09-27,false,Both,Active
001000000000483AAA,Crescent Fleet Solutions 46,Aftermarket,Silver,Automotive Aftermarket,252986327,816,Denver,Colorado,USA,TerritoryWest,2018-06-22,false,Both,Active
001000000000484AAA,Prairie Components 75,Aftermarket,Standard,Automotive Aftermarket,175344971,566,Detroit,Michigan,USA,TerritoryGL,2020-03-13,false,ICE,Active
001000000000485AAA,Atlas Powertrain 94,Aftermarket,Standard,Automotive Aftermarket,121721363,393,Silao,Guanajuato,Mexico,TerritoryMexico,2010-04-23,false,ICE,Active
001000000000486AAA,Central Fleet Solutions 56,Aftermarket,Standard,Automotive Aftermarket,207780868,670,Querétaro,Querétaro,Mexico,TerritoryMexico,2021-01-13,false,Both,Active
001000000000487AAA,Lakeview Motor Systems,Aftermarket,Silver,Automotive Aftermarket,206520782,666,Toledo,Ohio,USA,TerritoryGL,2008-01-19,false,Both,Active
001000000000488AAA,Central Vehicle Systems 63,Aftermarket,Standard,Automotive Aftermarket,191475838,618,Calgary,Alberta,Canada,TerritoryCanada,2020-02-01,false,Both,Active
001000000000489AAA,Silverline Transport Group,Aftermarket,Standard,Automotive Aftermarket,204028588,658,Oshawa,Ontario,Canada,TerritoryCanada,2022-08-03,false,Hybrid,Active
001000000000490AAA,Stonebridge Components 97,Aftermarket,Silver,Automotive Aftermarket,258883497,835,Fort Wayne,Indiana,USA,TerritoryGL,2022-11-20,false,Hybrid,Active
001000000000491AAA,Heritage Automotive 56,Aftermarket,Standard,Automotive Aftermarket,164505125,531,Tulsa,Oklahoma,USA,TerritorySC,2023-03-28,false,Hybrid,Active
001000000000492AAA,Cedar Automotive 76,Aftermarket,Standard,Automotive Aftermarket,158199907,510,San Jose,California,USA,TerritoryWest,2008-04-25,false,ICE,Active
001000000000493AAA,Valley Industrial Supply 6,Aftermarket,Standard,Automotive Aftermarket,191230223,617,Denver,Colorado,USA,TerritoryWest,2021-10-17,false,Both,Active
001000000000494AAA,Cobalt Fleet Solutions 97,Aftermarket,Silver,Automotive Aftermarket,166166638,536,Birmingham,Alabama,USA,TerritorySE,2021-09-03,false,ICE,Active
001000000000495AAA,Atlas Automotive 67,Aftermarket,Standard,Automotive Aftermarket,236580656,763,Dallas,Texas,USA,TerritorySC,2010-04-17,false,ICE,Active
001000000000496AAA,Suncrest Distribution,Aftermarket,Silver,Automotive Aftermarket,313599473,1012,Baton Rouge,Louisiana,USA,TerritorySC,2008-11-17,false,ICE,Active
001000000000497AAA,Canyon Distribution 92,Aftermarket,Silver,Automotive Aftermarket,268721503,867,Baton Rouge,Louisiana,USA,TerritorySC,2016-11-01,false,ICE,Active
001000000000498AAA,Suncrest Mobility 59,Aftermarket,Silver,Automotive Aftermarket,279556830,902,Charlotte,North Carolina,USA,TerritorySE,2008-09-25,false,ICE,Active
001000000000499AAA,Granite Motor Systems,Aftermarket,Silver,Automotive Aftermarket,244995526,790,Toronto,Ontario,Canada,TerritoryCanada,2010-09-26,false,Hybrid,Active
001000000000500AAA,Liberty Mobility 10,Aftermarket,Silver,Automotive Aftermarket,205531009,663,Saltillo,Coahuila,Mexico,TerritoryMexico,2018-07-19,false,ICE,Active
